description,manufacturer,model,payment,price,release_year,body,color,doors,drive,engine_volume,fuel,seats,transmission,title,user_id
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Volkswagen,Cabriolet,HOUR,15350,2001,JEEP,GOLD,3,BACK,2.9,GAS,3,MT,Duis aliquam convallis nunc.,5
"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",GMC,1500 Club Coupe,DAILY,11390,1996,WAGON,SILVER,2,ALL,4.0,PETROL,2,CVT,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",19
"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",GMC,Sierra 3500,HOUR,11341,2009,PICKUP,SILVER,3,BACK,1.9,PETROL,5,CVT,Fusce consequat.,8
Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,Mercury,Mystique,HOUR,6750,2000,SEDAN,TAN,3,FRONT,1.9,DIESEL,5,CVT,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3
Etiam faucibus cursus urna. Ut tellus.,Pontiac,Bonneville,HOUR,9413,1997,CONVERTIBLE,PURPLE,2,ALL,3.3,DIESEL,5,MT,Vivamus vestibulum sagittis sapien.,1
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",BMW,530,DAILY,5917,2005,PICKUP,GREEN,3,ALL,2.5,PETROL,3,AMT,Donec ut dolor.,16
Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Isuzu,Oasis,DAILY,23377,1997,SUV,PURPLE,4,FRONT,1.6,GAS,5,AMT,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",18
"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",Chrysler,Sebring,DAILY,22253,1999,JEEP,GOLD,3,BACK,4.0,PETROL,5,CVT,Vestibulum rutrum rutrum neque.,16
"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",GMC,Yukon,DAILY,10543,2001,PICKUP,WHITE,3,ALL,2.4,ELECTRIC,6,MT,Nulla facilisi.,9
Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Mazda,323,HOUR,8021,1995,PICKUP,GOLD,4,BACK,1.4,GAS,5,CVT,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",15
Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Nissan,300ZX,DAILY,9583,1993,HATCHBACK,GOLD,4,FRONT,3.6,PETROL,4,AMT,Maecenas rhoncus aliquam lacus.,16
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Mazda,RX-8,HOUR,8830,2004,JEEP,ORANGE,2,BACK,3.9,DIESEL,3,CVT,In hac habitasse platea dictumst.,8
Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,Chevrolet,Monte Carlo,HOUR,17752,1998,CONVERTIBLE,BLACK,2,FRONT,1.4,ELECTRIC,6,AT,Sed ante.,3
"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Mercury,Cougar,HOUR,22965,1989,CONVERTIBLE,GOLD,3,BACK,1.1,ELECTRIC,3,CVT,Donec dapibus.,1
Integer tincidunt ante vel ipsum.,Chevrolet,Express 3500,HOUR,18988,2000,WAGON,SILVER,2,ALL,3.1,GAS,2,AT,Duis ac nibh.,16
Nulla mollis molestie lorem.,Mazda,Protege,HOUR,5179,1999,CONVERTIBLE,RED,2,ALL,2.6,PETROL,6,MT,Maecenas ut massa quis augue luctus tincidunt.,9
"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Ford,Expedition,DAILY,19419,2010,PICKUP,TAN,2,ALL,1.1,ELECTRIC,4,CVT,Maecenas tincidunt lacus at velit.,11
Aenean sit amet justo.,Ford,E-Series,DAILY,5870,2007,SUV,GOLD,3,FRONT,1.8,PETROL,6,CVT,Vestibulum ac est lacinia nisi venenatis tristique.,19
"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Hyundai,Entourage,HOUR,23216,2007,PICKUP,BLACK,3,FRONT,3.4,PETROL,3,AT,In hac habitasse platea dictumst.,20
"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",Ford,F250,DAILY,14435,2008,PICKUP,RED,2,ALL,4.0,DIESEL,3,AMT,Praesent blandit.,5
"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Volkswagen,New Beetle,DAILY,23751,2004,HATCHBACK,GOLD,2,BACK,2.1,GAS,4,MT,Maecenas ut massa quis augue luctus tincidunt.,14
In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,Eagle,Talon,HOUR,7694,1994,PICKUP,GOLD,3,FRONT,3.3,GAS,6,MT,Curabitur gravida nisi at nibh.,10
Mauris ullamcorper purus sit amet nulla.,Bentley,Continental Super,DAILY,23509,2011,PICKUP,WHITE,2,FRONT,4.0,ELECTRIC,6,CVT,Ut tellus.,1
Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Chevrolet,Malibu,DAILY,7316,2013,HATCHBACK,RED,2,FRONT,3.1,PETROL,6,CVT,Morbi ut odio.,12
Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,Oldsmobile,Cutlass,DAILY,7792,1998,HATCHBACK,GRAY,4,BACK,1.1,GAS,6,CVT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",8
Etiam justo.,Oldsmobile,Alero,DAILY,19844,2000,PICKUP,PURPLE,2,ALL,3.8,ELECTRIC,3,AMT,Vivamus tortor.,19
"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Mercedes-Benz,S-Class,HOUR,13697,1997,VAN,GOLD,3,BACK,1.8,ELECTRIC,4,CVT,Proin at turpis a pede posuere nonummy.,7
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Chevrolet,Camaro,HOUR,9588,1972,JEEP,GREEN,3,ALL,3.5,DIESEL,6,CVT,Duis aliquam convallis nunc.,19
"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Mitsubishi,Mighty Max,HOUR,17779,1986,CONVERTIBLE,BLACK,2,ALL,1.3,DIESEL,2,AT,Proin risus.,3
"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Mercury,Capri,HOUR,7944,1993,WAGON,GREEN,4,BACK,2.2,ELECTRIC,5,AMT,Nulla justo.,2
Nulla facilisi.,Chevrolet,Express 1500,DAILY,11373,2012,SEDAN,GOLD,2,FRONT,1.7,GAS,6,MT,Donec ut mauris eget massa tempor convallis.,11
"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Dodge,Charger,DAILY,21566,2006,VAN,RED,3,ALL,3.8,DIESEL,5,CVT,Integer ac neque.,15
"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Plymouth,Breeze,HOUR,15371,2000,PICKUP,GRAY,4,ALL,2.5,GAS,6,AMT,Pellentesque viverra pede ac diam.,17
"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",Porsche,911,DAILY,8585,2011,SEDAN,ORANGE,3,FRONT,3.9,DIESEL,2,AT,Curabitur at ipsum ac tellus semper interdum.,2
"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Mazda,B-Series,DAILY,13948,2007,CONVERTIBLE,ORANGE,2,FRONT,2.6,ELECTRIC,6,AT,Vestibulum sed magna at nunc commodo placerat.,15
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",Lincoln,MKX,DAILY,5997,2008,VAN,YELLOW,3,FRONT,3.5,PETROL,3,MT,Pellentesque eget nunc.,14
"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Ford,E350,HOUR,12403,2011,CONVERTIBLE,BROWN,3,ALL,1.5,PETROL,6,AMT,Curabitur convallis.,12
"In est risus, auctor sed, tristique in, tempus sit amet, sem.",GMC,3500,DAILY,20121,1994,WAGON,BLUE,3,BACK,2.3,DIESEL,3,AMT,Morbi a ipsum.,15
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,Dodge,Viper,DAILY,13312,2010,CONVERTIBLE,WHITE,4,FRONT,1.4,PETROL,6,AT,Quisque id justo sit amet sapien dignissim vestibulum.,15
Donec posuere metus vitae ipsum.,Land Rover,Discovery,DAILY,6451,2011,VAN,PURPLE,3,FRONT,3.8,PETROL,4,MT,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",3
"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Ford,F350,DAILY,8300,1993,VAN,ORANGE,4,BACK,3.0,PETROL,5,MT,Proin interdum mauris non ligula pellentesque ultrices.,4
"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",GMC,Envoy,DAILY,23364,1999,PICKUP,GREEN,2,BACK,3.4,DIESEL,6,AMT,Mauris lacinia sapien quis libero.,18
In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,Infiniti,Q,HOUR,19268,1998,HATCHBACK,YELLOW,4,ALL,1.0,ELECTRIC,2,AMT,Nullam molestie nibh in lectus.,9
Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,Subaru,Legacy,HOUR,24327,1996,PICKUP,YELLOW,2,ALL,1.3,PETROL,3,AMT,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",6
Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Ford,F150,DAILY,24458,2000,COUPE,BLACK,3,ALL,3.8,GAS,5,AMT,Etiam faucibus cursus urna.,20
Duis ac nibh.,Jeep,Cherokee,DAILY,7898,1998,SUV,BROWN,4,FRONT,1.6,GAS,2,MT,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",6
Praesent blandit lacinia erat.,Honda,Accord,DAILY,6375,2006,SEDAN,TAN,3,BACK,2.5,GAS,5,AT,Morbi vel lectus in quam fringilla rhoncus.,1
"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",Chevrolet,Corvette,DAILY,15116,1987,SEDAN,BLUE,2,BACK,1.9,DIESEL,3,CVT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3
"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",Isuzu,Amigo,HOUR,19491,1998,SEDAN,GREEN,3,ALL,3.1,GAS,3,CVT,Donec vitae nisi.,12
Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Jensen,Interceptor,HOUR,18700,1967,COUPE,BLUE,3,BACK,3.6,ELECTRIC,2,AT,Nunc purus.,15
"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Mercedes-Benz,R-Class,HOUR,23851,2010,SEDAN,SILVER,3,FRONT,3.3,GAS,6,AT,Etiam pretium iaculis justo.,4
Nunc rhoncus dui vel sem. Sed sagittis.,Volvo,850,DAILY,12571,1995,SUV,YELLOW,4,ALL,3.8,GAS,5,MT,Proin at turpis a pede posuere nonummy.,7
Curabitur at ipsum ac tellus semper interdum.,Mercedes-Benz,S-Class,DAILY,14974,1988,PICKUP,ORANGE,3,ALL,3.3,GAS,5,AT,Morbi vel lectus in quam fringilla rhoncus.,7
"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",Honda,Odyssey,DAILY,10457,1996,PICKUP,WHITE,3,FRONT,3.6,ELECTRIC,4,AT,Sed ante.,20
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Honda,Passport,DAILY,8681,2001,COUPE,ORANGE,4,FRONT,1.9,ELECTRIC,2,MT,Quisque ut erat.,9
Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Mazda,B-Series,DAILY,13403,2004,CONVERTIBLE,RED,2,FRONT,3.6,ELECTRIC,2,AT,Aenean auctor gravida sem.,3
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",Ford,Laser,DAILY,24663,1986,WAGON,BROWN,4,BACK,2.9,DIESEL,3,AT,Aliquam sit amet diam in magna bibendum imperdiet.,5
"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Infiniti,J,DAILY,17568,1996,COUPE,WHITE,2,ALL,1.7,ELECTRIC,6,MT,Cras in purus eu magna vulputate luctus.,1
"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",Mercedes-Benz,Sprinter 3500,HOUR,21544,2012,JEEP,BLACK,3,BACK,2.7,GAS,2,AMT,Curabitur gravida nisi at nibh.,16
Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Honda,Civic Si,HOUR,21544,2005,COUPE,BLUE,2,ALL,1.6,ELECTRIC,6,MT,Fusce posuere felis sed lacus.,19
"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Dodge,Viper,DAILY,19163,2000,VAN,WHITE,3,BACK,2.6,DIESEL,2,MT,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",12
Praesent blandit lacinia erat.,Isuzu,i-Series,HOUR,13860,2007,VAN,BLACK,2,BACK,3.6,PETROL,2,AT,Cras in purus eu magna vulputate luctus.,14
Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,BMW,7 Series,DAILY,23666,1992,COUPE,BLUE,4,FRONT,3.3,ELECTRIC,2,MT,Phasellus id sapien in sapien iaculis congue.,12
"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Isuzu,Rodeo,DAILY,13122,2000,VAN,GREEN,2,FRONT,1.2,GAS,3,CVT,In quis justo.,12
"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Honda,Civic,DAILY,10617,2005,CONVERTIBLE,PURPLE,2,ALL,2.3,GAS,4,AMT,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,8
"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",Nissan,Maxima,DAILY,15903,1997,SUV,WHITE,3,BACK,1.1,PETROL,3,AMT,Nullam porttitor lacus at turpis.,16
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Chevrolet,Suburban 2500,HOUR,18989,2009,COUPE,ORANGE,4,BACK,3.6,ELECTRIC,2,MT,Mauris lacinia sapien quis libero.,7
"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Dodge,Charger,DAILY,8508,1968,SUV,GRAY,3,ALL,1.9,GAS,5,CVT,Donec ut dolor.,18
"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Mitsubishi,Outlander,DAILY,21454,2010,WAGON,GOLD,4,ALL,2.3,PETROL,2,AMT,Aenean auctor gravida sem.,4
In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Acura,RL,DAILY,21263,2003,SUV,BLUE,3,BACK,1.3,DIESEL,4,MT,Curabitur at ipsum ac tellus semper interdum.,2
Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,Aston Martin,Vantage,HOUR,12345,2011,JEEP,BROWN,4,ALL,3.5,GAS,4,AT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",19
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",Bentley,Brooklands,DAILY,18886,2009,COUPE,BLUE,2,FRONT,2.8,PETROL,4,CVT,Suspendisse potenti.,4
Nulla mollis molestie lorem. Quisque ut erat.,Eagle,Summit,HOUR,14074,1996,SUV,BLACK,2,BACK,2.9,PETROL,4,CVT,Nullam porttitor lacus at turpis.,16
Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Chevrolet,Malibu Maxx,DAILY,12133,2006,SEDAN,TAN,2,FRONT,2.9,PETROL,4,AMT,Nunc nisl.,14
"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Pontiac,Grand Prix,HOUR,11876,1982,SUV,BROWN,3,ALL,2.9,GAS,4,CVT,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",14
"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",Cadillac,Escalade EXT,DAILY,8362,2004,WAGON,RED,4,FRONT,1.6,GAS,2,AMT,In congue.,7
"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Chevrolet,Express 2500,DAILY,7799,2001,VAN,GOLD,4,ALL,2.5,PETROL,5,MT,Cras non velit nec nisi vulputate nonummy.,6
"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Chevrolet,Monte Carlo,DAILY,19452,1996,SEDAN,GREEN,4,BACK,3.2,ELECTRIC,6,MT,Aliquam non mauris.,1
Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Mitsubishi,GTO,HOUR,20674,1995,HATCHBACK,BROWN,2,BACK,2.3,DIESEL,5,AT,Aenean auctor gravida sem.,3
"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Lexus,IS-F,HOUR,5088,2011,COUPE,RED,3,BACK,1.8,GAS,6,CVT,Aliquam non mauris.,7
"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Pontiac,Sunbird,HOUR,19840,1994,VAN,SILVER,2,ALL,3.1,PETROL,5,MT,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",15
"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",BMW,525,HOUR,8041,2004,SEDAN,TAN,2,BACK,3.0,PETROL,6,CVT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3
Curabitur at ipsum ac tellus semper interdum.,Nissan,Titan,DAILY,23546,2009,HATCHBACK,BROWN,2,BACK,2.4,ELECTRIC,5,MT,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2
"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",Ford,Aerostar,HOUR,8104,1992,HATCHBACK,TAN,4,FRONT,2.4,GAS,4,AT,Mauris sit amet eros.,5
Integer ac neque. Duis bibendum.,Geo,Metro,HOUR,11542,1994,SEDAN,BROWN,3,ALL,2.7,DIESEL,6,AMT,Aliquam erat volutpat.,15
"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Pontiac,Grand Prix Turbo,HOUR,8777,1990,CONVERTIBLE,BLACK,4,ALL,3.2,DIESEL,3,AT,Nunc nisl.,6
"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Ford,Econoline E250,DAILY,14222,1998,PICKUP,BLUE,4,BACK,3.5,GAS,3,AT,Praesent id massa id nisl venenatis lacinia.,14
"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",BMW,6 Series,HOUR,12181,2004,JEEP,BLUE,3,ALL,2.4,PETROL,3,MT,Vivamus vestibulum sagittis sapien.,16
"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Mercedes-Benz,R-Class,DAILY,11721,2010,SEDAN,GRAY,2,BACK,1.1,GAS,4,MT,Curabitur in libero ut massa volutpat convallis.,14
"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Maserati,Biturbo,HOUR,15905,1984,JEEP,YELLOW,3,BACK,2.1,PETROL,4,AT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",9
In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Lexus,RX Hybrid,HOUR,18302,2010,JEEP,BLACK,3,ALL,1.9,PETROL,4,AT,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1
Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,Dodge,Viper,DAILY,5969,2003,SUV,GREEN,2,FRONT,1.0,GAS,6,AMT,Nulla tempus.,16
"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Volkswagen,Golf,DAILY,19922,1993,PICKUP,GRAY,3,BACK,2.3,ELECTRIC,6,AT,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",11
Etiam justo.,Infiniti,G,DAILY,13426,2003,SUV,TAN,2,ALL,2.7,PETROL,6,AMT,Mauris sit amet eros.,3
Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,Ford,Explorer Sport Trac,HOUR,6132,2004,WAGON,SILVER,3,ALL,3.3,DIESEL,6,CVT,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",11
"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Ford,Focus,HOUR,15421,2010,JEEP,YELLOW,2,BACK,1.9,DIESEL,4,MT,Maecenas ut massa quis augue luctus tincidunt.,16
Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Lotus,Esprit,HOUR,12305,1991,HATCHBACK,GREEN,2,ALL,2.5,DIESEL,3,MT,Aenean fermentum.,17
